customer_text_clean,spotify_text_clean,intent
"Hey let me tell you something: when I reach 3 devices, I’m the one who says which device the songs will be deleted, not you. And, I just change my phone, erased all my content, why is this happening?","Hi Filipe! Can you DM us your account's email address along with the make/model, OS, and Spotify app version of the three devices you're using to sync your offline tracks? We'll figure out what's going on /RR",App / Device Issue
my music keeps faltering whenever I'm on wifi on my samsung galaxy s6. I redownloaded the app several times already. Any idea how to solve this?,"Hey Bob, that's not cool! Can you let us know what device, operating system, and Spotify version you're running? We'll see what we can suggest /RA",General / Other Support
I’m playing some music at the moment but I went to read an article it just stopped any reason ?,"Hey there, we're here to help! Could you DM us with your account's username and email address, as well as your device/OS? /TB",General / Other Support
im in the usa! the artist name is btob and the album name is complete every other album the artist has came out with is on spotify except for this one.,"Thanks! We’d love to have all of their stuff available, but we have some info about content here: /NH",General / Other Support
"- I'm trying to update my payment info for premium, but it'll only let me do so for the student discount, and keeps telling me I'm not a student. I know I'm not a student I just want spotify and i lost my old debit card plz help i am gonna die if it goes away","Hi Sarah. Don't worry, help's here! Can you DM us your account's email address or username? We'll see what we can do /XF",Premium / Billing / Subscription
When is holiday music going to be up? I've been waiting fro christmas playlists since August xD,"Hi Karol, sorry to keep your waiting! We've already replied to your DM. Let's continue chatting there /GT",General / Other Support
Francesqa* (band). They’ve got other “less popular” material on Spotify though. Can users request tracks?,"We're afraid that's not possible right now, but your feedback's been noted and passed on to the relevant folks. Any questions, just give us a shout /AN",General / Other Support
"can I link remixes to my profile? I remixed a song a while back, and my profile didn't show up on it.",Hey there! Can you DM us your account's email address and let us know more about what happened? We'll see what we can suggest /LD,General / Other Support
Huh. It's nearly 2pm Friday here in UK and they're still not on?,"We don't have a specific time frame for this, but keep an eye out for it in the app. If you need anything else, let us know /NY",General / Other Support
hi so I’m getting charged for a account I don’t have....,"Hey Taylor! Don't worry, we can help. Could you DM us your account's email address or username? We'll check backstage /KB",Premium / Billing / Subscription
"The one thing I'd really, really, really like is the ability to drop a song from the mix. That way I can enjoy the rest on repeat shuffle. Would be a nice feature",This sounds like a great idea! Suggest it in our Community at and get support from other users 🙂 /BP,Feature Request / Product Feedback
why did 397 of my songs just decide to uninstall?,Hey! We've replied to your DM. Check it out and we'll continue over there /RC,App / Device Issue
"when I’m on my app I have premium and I pay every month, but when I login online I don’t have access to premium","Hi there, that doesn't sound good. Can you DM us your account's email address? We'll take a look backstage /AK",Account / Login
on occasion my Spotify just stops whenever I leave the app only returns when I get back to the app,"Hey, that doesn't sound good. Can you let us know what device, operating system, and Spotify versions you're using? /RK",General / Other Support
"I'm a student and I've been charged £10 since September for my subscription, who can I contact for a refund and to renew my student account?",Hey there! Could you send us a DM with your account's username or email address? We'll take a look backstage 🔍 /DB,Premium / Billing / Subscription
"You guys are usually spot on, don’t worry.",We appreciate that! It's music to our ears 🎶 /SU,General / Other Support
"can y'all not put taylor swift in my playlists, like I get I don't have premium but don't punish me with that shit 🤦🏽‍♂️","Hey there! We didn't mean to cause any offense. No to worry, we'll pass the feedback on to the right people /MT",Premium / Billing / Subscription
please help me I have two months paid but no premium service!!!,"Hey there, help's here! Can you DM us your account's email address? We'll take a look under the hood /MV",Premium / Billing / Subscription
"Sorry to sidetrack, but I can't believe there's no way to filter explicit songs either. Seems like a pretty basic, bare minimum feature.","Hi Edward! Sorry to hear that you feel that way. Rest assured, your feedback will be passed on to the right folks /MU",Feature Request / Product Feedback
pls start offering lossless streaming. Moved to but miss your app and connect. Pls offer and I return to you for sure.,"Hey Pim! We don't have any info right now, but you can show your support for Lossless streaming by voting at /DR",Playback / Streaming Issue
iPhone 7+ I’ll try that now,"Thanks for giving that a shot. What iOS are you using? Is this happening over 3G/4G, WiFi, or both? Does this also happen when you're listening to tracks you've downloaded? /DR",App / Device Issue
why do my downloads keeps getting un downloaded?,"Hey, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at They should help /MA",General / Other Support
Looking straight at you 👀 I need my music or else I may have a mental breakdown,Hey Katey! Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes 🙂 /KL,General / Other Support
Spotify would completely take over the music streaming market if they let you stream mixtapes. Some artists best work are on mixtape.,"Hey! We'd love to have all mixtapes on Spotify, but there's info about Spotify content here: /RC",Playback / Streaming Issue
I have reset my password and I still can not log can someone please help #tuneless,Hi there. Can you DM us your account's email address? We'll see what we can suggest /LM,Account / Login
"Hello, I'm trying to link my Spotify to PlayStation but it keeps telling me it's already linked after I revoke access","Hey Noah! In this case, we'd recommend reaching out to our friends over . They should be able to help with this 🙂 /CH",Spotify Connect / External Devices
It was an iPod gen4 but also tried my phone which is and iPhone 6 on the latest iOS and it was doing the same thing. Just played half a song then stopped,Got it! Could you try uninstalling and reinstalling the app? Let us know how it goes /DF,App / Device Issue
"You've put ""Big For Your Boots"" in Grime Shutdown twice...right next to eachother. 50 slots and 2 taken by exactly the same track",Thanks for the heads-up! Our independent Curation team makes these playlists. We'll be sure to pass this on to them /DN,General / Other Support
As of now Spotify Connect no longer functions on my D7050. Completely unacceptable. I also demand compensation. This is no way to run a business by treating your customers so poorly.,"2: integration from NAD speakers. There's more info here: As for your request for compensation, we can...",Spotify Connect / External Devices
Is anyone else's premium account locked out because it's offline? It won't let me login even with an internet connection and correct login information. Is this a bug? Help me lol,"Hey, help's here! Can you DM us your account's email address or username? We'll take a look backstage /KM",Account / Login
yes thanks spotify. love u,"Aaw, that's nice to hear! For anything else, just give us a shout. 💚 /MU",General / Other Support
"Hi, everybody in my family have lost their Premium status offered by my Spotify Family account, why ?",Hey Stefan! Help's here. Could you DM us your accounts' email addresses? We'll check things backstage /KT,Premium / Billing / Subscription
Thank you for the canned response. Not an answer for my question though. But good try!,Got it! Your Discover Weekly should improve as it gets to know you. Keep adding your fav tracks to Your Library/playlists 🙂 /DF,General / Other Support
my spotify hasnt worked in two days im dyin without my music,Hey there! Does logging out then back in make any difference? Restarting your device might help too /NG,General / Other Support
is Spotify down?,Hey Nicole! Everything looks good on our end. Can you tell us what's happening exactly? We'll help out /KB,General / Other Support
I am not able to login (Settings are set to Offline mode) even that I am online (3g or WIFI).,Can you try restarting your device? Can you also try if restarting your router helps? Let us know how it goes /PL,Account / Login
"its set to the U.S, it's not coming up in the albums","Thanks! Sometimes content gets temporarily removed because of licensing changes. Hopefully, we'll have it available again soon. In the meantime, let us know if you need help with anything else /GU",General / Other Support
So much for Spotifycares more like Spotify promotes listening to swearing and adult content . Off to Amazon or Apple they have controls,"Thanks for the feedback. Rest assured, we'll definitely be passing it on to the right team! /CB",General / Other Support
. How come Nik & Jay’s United album is not available in the U.S.?,Hey there! This should due to licensing issues. Hopefully we'll have it available soon. More info at /AR,Music / Content Availability
web player has not worked for 48+ hours. Prompts to refresh don't fix issue. Please help?,Hey Amber! Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes /KL,General / Other Support
"knp tiba2 alamat saya berubah & tdk bisa invite ulang keluarga saya di spotify family, mohon solusinya karena saya SUDAH BAYAR","Hey there! We can help out here in English via Twitter, but we also have Indonesian support via email at /PL",General / Other Support
Waiting on to update the New Music Friday playlist before the gym opens...,"Don't worry. It'll be updated soon, so keep an eye out! /JN",App / Device Issue
"Dear , When I type ""G"" into the search bar, I want the suggestion to be Herbo not Eazy. Thanks.",Hi there. Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /MT,Feature Request / Product Feedback
Hey - why isn’t your Christmas album on ? Who do we complain to?,"Hey there! We’d love to have all of Hilary Duff's stuff available, but we have some info about content here: /JP",General / Other Support
"I cannot accept invitation to a Family Premium subscription, (was revoked due to incosistent Postal No. (i made those numb))",Hey James! Can you DM us your account's email address? We'll take a look backstage /SJ,Premium / Billing / Subscription
Hi. Trying to update credit card details but it won't accept my new card. Can you look into this?,"Hey Alan, help's here! Could you send us a DM with your account's email address? We'll take a look backstage /CH",App / Device Issue
"Hey , still no feature on blocking specific artists from popping up in my radio playlists?","Hey JJ! This isn't possible right now, but you can show your support for the idea in our Community: /FR",Feature Request / Product Feedback
"another web browser works, that is something I suppose","Thanks for getting back to us. Just to check, are you able to use the web player while on Chrome's incognito window? /NQ",General / Other Support
"It's not song specific, but it might be playlist specific. It doesn't happen on my Mac, and I only have this mobile device.",We understand. Could you send us a DM with your account's email address or username? We'll take a look backstage /CO,App / Device Issue
sent a dm!,Hi Róisín! We've just sent you a bit more info over DM. We'll carry on helping out there /DD,General / Other Support
My computer just recently updated and now my keyboard buttons aren't working and i can’t pause pls help,Hey there! Can you let us know what operating system and Spotify version you're running? We'll see what we can suggest /NS,App / Device Issue
A basic print stylesheet for your receipts would be nice.,"Hey there! Thanks for the feedback. Don't worry, we'll pass on the suggestion onto the relevant team /PB",General / Other Support
Microsoft is promoting their Music Pass Costumers to Spotify but you're Mobile App is Crashing after 10Minutes of use and is not up-to-date.,"2: If we can help with anything else, just let us know. We're always here for you /SC",App / Device Issue
Hej. Jag har ett problem verkar som att någon tagit mitt konto. Någon som spelar på #spotiamb 0.1.2. Hur löser jag Det?,"Hi there! We can help out in English via Twitter, but we also have Swedish support via email at If it's alright to continue here, can you DM us your account's email address and username? We'll take a look /NJ",General / Other Support
can you add JLo's song Amor Amor Amor to this playlist,"Hey! Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /GU",Feature Request / Product Feedback
tried to sign up for student Hulu package and it charged me but says can’t verify me,"Hey Kiani, we're here to help! Can you send over the username or email address on your account via DM? We'll take a look backstage /GN",Premium / Billing / Subscription
Hmm nagging me to review the app even though...,"Hey there! Can you let us know the device, operating system, and app version you're using? We'll see what we can suggest /PB",General / Other Support
You could offer the deal in Quebec. Why isn’t it offered here anyway?,"We're afraid we don't have any info to share, but we'll be sure to pass this on to the right team /LM",General / Other Support
"I have changed my password, reset all of the devices and they are still on my account, and it is MY card that pays for it","Hi Pfaff, help's here. Could you DM us your account's email address and username? We'll take a closer look /JQ",Account / Login
I lost my bank card & cancelled it before the money was charged for my premium. I don’t get my new card until next week though,"Hi there, help's here. Can you DM us your account's email address? We'll see what we can suggest /AC",Premium / Billing / Subscription
getting this error this morning when trying to visit,"Hi Justin, help's here! Can you try our website in an incognito/private browser? Let us know how it goes /GT",General / Other Support
I GET ADS FROM EVERY 5 MINS NOT 30!!!!!,"Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /MC",General / Other Support
"I see the lightning seeds catalogue on has been decimated & their best track ""the life or riley"" #obv is no longer there. Tragic!",Hey Matt! Sometimes content gets temporarily removed due to licensing changes. More info here: /AU,General / Other Support
why am I still being charged when I cancelled two months ago!! No number to even call. You are basically stealing money,"Hey Jessica! We don't have telephone support, but we'll be happy to help in Twitter. Can you DM us your account's email address? /JL",Premium / Billing / Subscription
Spotify needs an info/discography button on each song next to view artist to show deeper credits,"Hey Joey, we appreciate your feedback! Don't worry, we'll let our devs team know this is something you'd like to see. Let us know if you have other questions /GK",General / Other Support
Seems like you can't start Spotify music/playlists with new Sonos voice control. What gives?,"Hey Lee, help's here! This isn't currently possible. We'll be sure to pass on your feedback 🙂 /CG",Spotify Connect / External Devices
Why do your webpage skip me to Spotify Premium Family when I fucking click on ordinary Premium? I don't have a family. Stop it.,Hey! Can you give us a bit more info on what's going on? We'll do our best to help /CB,Premium / Billing / Subscription
"Several updates later, and I still want the lyrics feature back :(",1: Hi there. We're sorry you feel that way. Lyrics is currently unavailable as we're making some big improvements to the feature. We...,Feature Request / Product Feedback
Maybe it's related to the current Android 8.0.0 version of Google phones or a problem with de previous security patch. Plz fix this. Thanks,"Got it. We're currently looking in to this. For now, let us know if there's anything else we can help with /DB",App / Device Issue
"It's fixed now, but I would still like a reply","2: Spotify version to make sure everything works smoothly. For anything else, just give us a shout /JE",General / Other Support
Seems to be working now! Cheers 👍🏻,Awesome! We're glad to hear that. Let us know if you ever need us again. We'd be... /MU,General / Other Support
"It bothers me that doesn't have a button that will stop the automatically renewal of your subscription. I don't want to cancel and end now but I want it to not renew at the next billing cycle, you know.","1: Hey Kenneth, thanks for the feedback! We'll be sure to pass it onto the relevant folks. Could you send us a DM with your account's...",Premium / Billing / Subscription
what has happened to the layout on the iPhone app. Is this to do with the zoom view? This is now unusable.,"Hey Tim! What iPhone, iOS, and Spotify version are you using? Does logging out, fully closing the app, and restarting your device help? /KC",App / Device Issue
please make an easier way to get to the bottom of a playlist instead of scrolling trough 300+ of songs #spotifysupport #ListenToUsers,"Hey Jannick! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 For anything else, let us know /GU",General / Other Support
"Hey , I currently use Google Play Music and are contemplating the switch to Spotify. I would like to try the $0.99 promotion but I used a trial like 2 years ago... Mind hooking me up?",Hey Mat! Can you DM us the email address registered on your old account? We'll take a look backstage /MG,Feature Request / Product Feedback
Why does my account have a mind of it's own? It keeps pausing and skipping and restarting songs 🙄,"Hi there. Can you let us know what device, OS, and Spotify version you're running? We'll see what we can suggest /LM",Playback / Streaming Issue
"My playlists and the ones I follow aren't showing up as public. I've done nothing to change them to secret, they've been like this since I opened the account.","Hey Megan, help's here. Could you fire over your account's email address or username via DM? We'll take a look backstage /AY",General / Other Support
Hello! sent a DM about 1 hour ago. When can we expect an answer? Many thanks! I have an anxious 7 year old waiting over here 😅,"Hey Diane, sorry for the delay! We just replied to your DM. Let's carry on chatting there for the account's security 👍 /RR",General / Other Support
No it’s just it’s very misleading saying 30 mins ad free music and only getting through 3 songs,"Thanks for confirming. Just to check, were you able to watch the video ad in full after hearing the offer? /GK",General / Other Support
they actually care. thanks xoxo,"Anytime! If you have anything else in mind, just give us a shout. 🙂 /RH",General / Other Support
"is there anywhere online we can see listings of previous weeks' ""Discover Weekly?""","Hey Matt! We're unable to recover previous Discover Weeklys. Be sure to save your favorites, so you don't miss out in the future /KL",General / Other Support
"Btw, u still have some songs missing from 's Take Me Home Album! Wanna say something about it?!",We understand. Fingers crossed we'll be able to have it soon. Let us know if you need anything else /NY,Music / Content Availability
"BRING BACK BTOB'S ""COMPLETE"" AND ""I MEAN"" ALBUM, PLEASE!","Hey, we hear you! Sometimes content gets temporarily removed due to licensing changes. Hopefully we'll have it available again soon 🙂 /TR",Feature Request / Product Feedback
What's up with this morning? Can't log in...,"Hi Brendan, help's arrived! Can you DM us your account's email address? We'll take a look backstage /DV",Account / Login
"Hi Spotify! Many wouldn't class Chris & Kem's effort as grime, so was making a joke based on that. The rest of the playlist is class 🙂","2: playlists. Don't worry, we've already given them a heads up about this 😉 /RR",General / Other Support
. changed my student account to a regular premium account w/out informing me & i am livid,Hey there! Can you DM us your account's email address and username? We'll take a look backstage /SU,Premium / Billing / Subscription
"listening to the podcast #Page94 on Android and finding they are in reverse order, just a heads up","Hi David, help's here! We'd suggest trying out the steps here: Let us know how it plays out /NY",App / Device Issue
Thank you very much💜,"You're welcome! If you ever need us again, just send us another tweet anytime 😉 /DB",General / Other Support
Can't turn volume down or up on the new iOS with locked screen ?!,"Hey, help's here! Can you fire over the device's make/model and the Spotify version you're using? We'll see what we can suggest /JS",General / Other Support
"doesn't work since yesterday with my audio's chromecast. Pbm is on Android & IOs. Other apps work well like youtube, tunein, gmusic","Hey, help's here! Can you let us know which Android and iOS version you're running on the devices that you're using to cast? /MA",Spotify Connect / External Devices
I tried that... didn’t work :/,Alright! Could you DM us your Spotify account's email address? We'll take a look under the hood /BH,General / Other Support
The problem does still happen using incognito mode in Chrome,Hmm. Can you DM us your account's username or email address? We'll check things out backstage /YM,General / Other Support
I can’t cancel my subscription it won’t let me log in with using my username or email. Please help me.,"Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG",Account / Login
"Hey Spotify, how comes I can't add someone to my Family? It just shows a red message that one can't join the family🤔","Hey Colin, help's here! Can you DM us the email address of the family member you are trying to add? We'll take a look backstage /MQ",General / Other Support
Thanks for the info,"Give us a shout if you need us again, and we'll come running 🏃 /MA",General / Other Support
"Congratulations. Once Groove finally shuts down, you have the FULL monopoly on internet streaming music. HOW DOES IT FEEL TO SUCK?",2: You're free to join a plan if your family home is your address outside of term time /I,Playback / Streaming Issue
Their albums are all of Spotify US,"We understand. We’d love to have all of their stuff available, but we have some info about content here: /JI",General / Other Support
I have premium but don't have unlimited skips what gives?,"Hey Jason, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ",Premium / Billing / Subscription
Oh good. Glad it was #fakenews then. Lol,Just give us a shout if you need anything. Enjoy your music 🎶 /MS,General / Other Support
Newest version of everything for iPhone,"Thanks for letting us know. Can you try logging out, restarting your device, then logging back in? Let us know if that helps /QI",App / Device Issue
"alam mo kung taghirap na kung di mo na pinapatawad yung promos, pero bakit ganun ngayon sa spotify T.T","Hey! We can help out in English via Twitter. If you have any questions, just let us know 🙂 /CG",General / Other Support
This is what ya'll said the last time I asked.. Poor,"Sorry you feel that way. Rest assured, our team's working round the clock to launch Spotify globally. Hopefully we'll get there soon /MC",General / Other Support
"Hey , can you add an ‘exclude track’ feature so that recommendations don’t include favourite songs of an ex? #askingforafriend","Hi Mark! This isn't possible right now, but your friend can show his support for the idea in our Community: 😉 /JP",Feature Request / Product Feedback
"I have premium account and log in via Facebook. I get the message someone else is using my spotify, when I am on Sonos.","Hey! Can you DM us your account's email address, along with a screenshot of what you're seeing on your end? We'll take a look backstage /MC",Account / Login
Why is playing suggested tracks on my playlists on mobile? If I wanted them to suggest a track would go to my Discover Weekly playlist.,"Hey Mimi! Suggested tracks are part of our Free service on mobile, but you can reduce them by adding more artists into your playlists /RA",Feature Request / Product Feedback
hi Spotify you've sent this link in an email to me to contact you so I'd thought I'd drop you a line. My premium account has been hacked and your customer service is nothing short of atrocious. I hope your night is going better than mine.,Hi Jason! We’re sorry to hear that. We'd suggest checking out for what to do next /DD,Premium / Billing / Subscription
"I have an account that is reflecting that I have not upgraded. Please assist me with this matter, my card was charged.","Hi there, we don't offer telephone support, but we'd be happy to help on Twitter! Could you DM us your account's email address? /DQ",Premium / Billing / Subscription
when can we get iPhone X optimization for your app?,"Hey Angel! We don't have a specific timeline, but we'll keep you guys updated. Our devs are already working on it 🔧 /KT",App / Device Issue
But the website of doesn’t work?,Hi Mattia! Can you let us know what’s happening exactly? We'll be on the lookout for your reply /HR,General / Other Support
I am in UK,Thanks. We’ll have it available to you as soon as it’s available to us! /GT,General / Other Support
"I need to know why ""Breaking News"" by isn't on ....","Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /LO",General / Other Support
I wish had a feature that allowed you to add artists/songs to a 'don't play ever' list. Won't name names in public.,"Hi Camellia! This isn’t possible right now, but we have more info about this on our Community. Check it out: /LP",Feature Request / Product Feedback
"Thanks for stating the known, there is no way for me to do that. Thanks for deleting all my music with your update. Was a good ride. #byespotify",Sorry for the inconvenience. We'd hate to see you go and we're going to miss you. Give us a shout if you need help with anything else /MT,App / Device Issue
help please list my Vodafone subscription I updated my phone and can’t remember email or password,Hi there! Could you DM us any email addresses or usernames you might've used to create an account? We'll take a look backstage /AU,Account / Login
Can I suggest doing promos for long term subscribers too??,Hey Travis. Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team /QI,Feature Request / Product Feedback
where is GOT7 and GFRIEND'S LOL album on Spotify,Hey there. We’ll have them available to you as soon as they're available to us! /TC,General / Other Support
Can't remove battery but will try rebooting. I'll let you know if that helps.,No worries! We'll be here waiting for your reply /RB,General / Other Support
Note 5 phone and nexus 7 tablet. Now the song is gone from my tablets playlist as well. Guess the song just got taken off?,Hmm. That's odd. Does logging out and logging back in help? Keep us updated /DF,App / Device Issue
. is trolling us with app updates that still don’t support the iPhone X screen 🧐,Hi Leon! Our developers are already working on it. We'll post updates on this once we have something to share with you /NY,App / Device Issue
Spotify username msolby. Spotify devotee. Can you help customer support solve my login problems. Days without music is no fun.,"Hey Marc, help's here! Could you send us a DM with your account's email address? We'll make sure to help you log back in to your account 🙂 /VA",Account / Login
hey when are you gonna put samuel’s new album up,Hey Zoey! We’ll have it available to you as soon as it’s available to us. Check out our content info here: Stay awesome 😁 /TI,General / Other Support
can you not listen to podcasts on the gear S3 frontier? None show up on the Spotify app.,We'd recommend deleting your public tweet as it contains private info. Just DM us your email address so we can check further /MA,General / Other Support
hi i have a problem with my family plan,Hi there! What's happening exactly? Can you DM us your account's email address or username? We'll take a look backstage /NQ,General / Other Support
can you please tell me why i closed spotify and came back to this,2: try adding more artists into playlists. We'll pass on your feedback to the right team. Drop us a tweet if anything else comes up /MT,General / Other Support
"my android app keeps crashing since i updated last night, is this a known issue ??","Hi there. Can you let us know what device, Android, and Spotify version you're running? Also, are you getting any specific error messages? /LM",App / Device Issue
"Hi , when Chromecast Audio support in the Windows client? (I know I can stream via Chrome and the web player, but meh, just MEH). Thanks.","Hey there! We don't have any info to share about this at the moment, but we'll be sure to pass on your comments to the right team. For now, you can use an iOS or Android device to start casting, and after that you can control the Chromecast from desktop. Hope that helps /CE",Spotify Connect / External Devices
Ikr,"We don't have any info to share right now, but we'll pass your comments on to the right team. For anything else, we're just a tweet away /JE",General / Other Support
Reputation neden hala spotifyda yok,"Hey! We can help out in English via Twitter, but we also have Turkish support via email at /. If you'd like us to continue helping here, can you let us know what's happening exactly? We'd love to lend a hand /RC",General / Other Support
Hi. Thanks. I already have it working. It's just so clunky I wish I could use my phone as a remote.,2: compatible with Connect. There's more info at /MU,App / Device Issue
"Hmm, so is the iPhone issue an problem or a ""Spotify is making money off the data somehow"" problem? This isn't something new.","We don't have any specific info to share about this. Rest assured, your feedback will be passed on to the right folks /QI",App / Device Issue
I have nus card but can't get the student discount because I need a unidays? Im a mature student and they dont give us the .ac email address 😥,"2: If you don't have an institution email, we suggest contacting UNiDAYS support at /HC",General / Other Support
"this weeks discover weekly playlist was mint, wish you could do more than 30 songs or change it regularly","Hey there! Thanks for the feedback – we appreciate it. We’ll get this passed onto the right team 💚 For anything else, let us know /GU",General / Other Support
My account was hacked and now I can;t log in. Please help! I use Spotify everyday!,"Hey Katelyn, we’re sorry to hear that. Check out for what to do next /TF",Account / Login
- App not working when trying to sign in! What’s going on??!,"Hey Christian, help's here! Can you DM us your account's email address? We'll check backstage /GK",Account / Login
someone has gained access to my account. I’ve tried changing my passwords. The username of hacker in screenshots attached. (RodrigoSx) Def didn’t listen to any of that music. Help!!!,"Hey Hollie, help's here! Could you DM us your username and email address? We'll see what we can suggest /TW",Account / Login
on my iPhone I can no longer preview a song by holding it down. What happened?,Hey! We have more info about this here: Give us a shout if you have any questions /JM,App / Device Issue
"help plz it says ""song is not available"", also won't let me listen to any lily allen but all other artists I've tried are fine","Hi Molly, help's here! Can you let us know the device/OS and Spotify version you're using? We'll see what we can suggest /NY",Music / Content Availability
"It says I need to go to to use my premium account, but that link/website is broken.",Got it. Can you DM us your account's email address or username? We'll take a look behind the scenes /JE,Premium / Billing / Subscription
Is not available in Taiwan?,"Hey! We can confirm that Spotify is available in Taiwan. If you don't have an account yet, you can sign up here: /AR",Music / Content Availability
is there a way I can block all boogie with a hoodie songs? #protectlilbatallcosts,"Hey Kyle! This isn't currently possible, but you can show your support for the idea on our Community: /KL",General / Other Support
why is not playing? Need my fix.,"Hey, that's not cool! What device and Spotify version are you using? We'll see what we can suggest /BH",Playback / Streaming Issue
Scorching ping pong girls soundtrack please,Hi there! We’ll have it available to you as soon as it’s available to us. We have more info about Spotify content here: Let us know if you have any other questions /NY,General / Other Support
I want to vote a song into oblivion so I never hear it ever again . Why is this not a feature.,Hi there! We hear you loud and clear. We can’t make any promises but we’ll pass your feedback onto the right folks /JI,Feature Request / Product Feedback
received a weird email from you guys this evening...can help explain please,Hey Nic! Could you DM us which email address this message came from? A screenshot of the email would also be handy. We'll check this out /RE,General / Other Support
"Hey , i applied for the student discount membership and it said that i was accepted but my account still is on free.",Hey there! Can you DM us your account's email address or username? We'll take a look /NS,General / Other Support
I just ordered Premium for the year and now my account says it's still on the free version! I have proof of purchase.,We've just sent you a DM 🙂 /SU,Premium / Billing / Subscription
I have no access to my email or Facebook I created an account with and I need to fix this. Cancel it and make a new one?,Hey! We've just sent a DM your way. Let's carry on chatting there /JU,General / Other Support
Half of my ‘s ‘The Relentless’ album lists as “not available” Any help?,"Hi! Thanks for the heads up. Sometimes content gets removed due to licensing issues. For more info, click here: /AU",Music / Content Availability
"I have no idea ? I just open the app, go to my playlist and hit shuffle on my drive to work. Not sure what spotify connect is",Got it. We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: /AY,Spotify Connect / External Devices
why did I hear an ad when I’ve paid for the Premium subscription???,Hey Chris! Could you send us a DM with your account's email address? We'll take a look backstage /DR,Premium / Billing / Subscription
Telling Echo to stop playing Spotify on Sonos appears to still count as a playing device,Thanks for clarifying! We'll make sure to pass this on to our devs so they can look into it /JP,Spotify Connect / External Devices
Premium & when i️ have it on shuffle it turns off when the song is done and just plays in order and the repeat lights up but doesn’t repeat,Hmm. Can you try restarting your device by holding the Sleep/Wake + Volume Down buttons for 10 seconds? Keep us posted /LS,Premium / Billing / Subscription
FUCK THIS SHIT I CAN’T LISTEN I FONT HAVE SPOTIFY PRENIUM,Hey there! Is your Spotify misbehaving? What issues are you having and on what device? We'll help out /SY,General / Other Support
"it would be nice to be able to login on the web page, I can login on the app but not your home page like come on","Hey Matthew, help's here! Could you send us your account’s email address and username? We’ll take a look under the hood /TI",Account / Login
Would like to avail. How?,Hi! We've just replied to your DM. Let's carry on there /JE,Feature Request / Product Feedback
I have problems to get online,Hi Fred! Help's here. Can you try restarting your device to see if it makes a difference? Keep us posted /MU,General / Other Support
"It is set to ""No""","That's odd. Did you get any error messages when you tried to uninstall the app? If so, a screenshot would help. Keep us posted /MU",General / Other Support
My Sonos speaker names are duplicated for a room using the Spotify app but correct within the Sonos app. ???,"Hey there! Don't worry, help's here. Can you let us know the device, operating system, and Spotify version you're using with Sonos? /MT",Spotify Connect / External Devices
Hi! I can’t use the Premium account I was given. Please help!,Hey Jimena! We'll help out. Can you DM us your account's email address? We'll take a look under the hood /AN,Premium / Billing / Subscription
"Across my devices, HTC One M10, Toshiba laptop + Xbox One. Sometimes says some1 else is using my account, or its con to another peripheral",Got it. Can you DM us your account's email address and username? We'll take a look backstage /MQ,Spotify Connect / External Devices
Thx so much!!!! Fixed 🙏 🙏,"If you ever need anything else, just shout and we'll come running 🏃 /TR",General / Other Support
what has happened to the X factor recording songs?,Hi Ashley. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /JU,General / Other Support
Needing to delete my account and create a new one just so I can change my address details is insane and stupid .,Hi there! We're sorry you feel that way. We're here to help though. Can you DM us your account's email address? We'll have a look /GK,General / Other Support
"Uh, wait, is the only way to browse your music on the Xbox app by scrolling through the list of songs?!",Hey! You can learn more about controlling Spotify on Xbox by heading to Hope this helps /JL,Spotify Connect / External Devices
Who do we need to bribe to get 'Phantom Power' by The Tragically Hip available on Spotify? I've found every other album but that one.,"Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /AK",General / Other Support
"""You've downloaded music to more than 3 devices"" Will this still be an issue if i have a premium family account?",Hmm. We'd like to take a closer look. Can you DM us your account's username or email address? We'll check backstage /JS,Premium / Billing / Subscription
"Hi, i’m on xbox one and my app tells me my song is playing, i can see the bar moving but there’s no sound?",Hey there! Can you try a hard restart of the console (hold the power button for 10 seconds)? Does that make a difference? /AR,Spotify Connect / External Devices
. am I dumb or do you have a feature where you can see your recently played songs? I know there’s a feature for albums? But SONGS?,"Hi Isabella, this sounds like a great idea! Suggest it in our Community at and get support from other users /GT",Feature Request / Product Feedback
Not helpful. I found this twitter handle on the website. Whoever is getting in ie changing the password before we can. Changed email PW. Need more support or to stop paying for premium.,"We understand! Just to clarify, did you fill out the contact form? That will connect you with our Accounts Team. They'll help secure and restore your account. Keep us in the loop /JX",Account / Login
